"","evap_factor","sal","pH_out","pCO2_out","DIC_out","Alk_out","Omega_arag_out","Na_out","Ca_out","Mg_out","K_out","Cl_out","SO4_out"
"54",0.735,50.3401360544218,8.10372514836976,0.000436655996294694,2.77550594662816,3.23809027106617,7.27941599885097,677.549981088637,13.6054213070008,75.9494761349406,19.047589829801,814.964736289344,41.5509544026404
"55",0.73,50.6849315068493,8.10172246822451,0.000441255302206539,2.79451615026916,3.26026884198054,7.33138043606086,682.190707271587,13.6986085797508,76.4695592421828,19.178052011651,820.54665392707,41.8355483178813
"56",0.725,51.0344827586207,8.09970303161324,0.000445943397101625,2.81378856205896,3.28275332240212,7.38406849151319,686.895443090862,13.7930811865635,76.9968140856691,19.3103136611889,826.205563075154,42.1240676431116
"57",0.72,51.3888888888889,8.09766657991162,0.000450722745645004,2.83332864463435,3.30555008540652,7.43749572307774,691.665522072501,13.8888659050703,77.5313900206333,19.4444122670984,831.943067713711,42.4165941572118
"58",0.715,51.7482517482518,8.09561284844147,0.000455595901636334,2.85314201343219,3.32866568233731,7.49167814607514,696.502315043738,13.9859902619225,78.0734405780339,19.5803863666914,837.760816689155,42.713211926569
"59",0.71,52.112676056338,8.09354156627564,0.000460565511986089,2.8732344420697,3.35210684908112,7.54663225036768,701.407231446423,14.0844825591651,78.6231236114999,19.7182755828312,843.660505293991,43.0140073856234
"60",0.705,52.4822695035461,8.09145245603804,0.000465634320899084,2.89361186795362,3.37588051261245,7.60237501826873,706.38172070632,14.1843719017333,79.180601450524,19.8581206624267,849.643876913827,43.3190694208403
"61",0.7,52.8571428571429,8.08934523369409,0.000470805174283222,2.91428039812982,3.39999379781782,7.65892394325411,711.427273661098,14.2856882261265,79.7460410602174,19.9999635165771,855.712724744975,43.6284894582826
"62",0.695,53.2374100719424,8.08721960833425,0.000476081024393759,2.93524631538538,3.42445403461617,7.71629704956129,716.545424049957,14.3884623303204,80.3196142079546,20.1438472624486,861.868893586193,43.942361554962
"63",0.69,53.6231884057971,8.08507528194472,0.000481464934734592,2.956516084616,3.44926876538525,7.77451291264527,721.73775006802,14.4927259049803,80.9014976372602,20.2898162669725,868.114281708322,44.2607824941633
"64",0.685,54.014598540146,8.08291194917286,0.000486960085222697,2.97809635947223,3.47444575271741,7.83359068065561,727.005875988807,14.5985115660403,81.491873249304,20.4379161924564,874.450842805814,44.5838518849421
"65",0.68,54.4117647058824,8.08072930047875,0.000492569771464752,2.99999398929897,3.49999298751523,7.89354988541197,732.351473858274,14.7058528887204,82.0909282992683,20.5881940442085,880.88058803435,44.9116722660132
"66",0.675,54.8148148148148,8.07852700488406,0.000498297441395015,3.02221602638331,3.52591869744716,7.95441152332647,737.776265264156,14.8147844430554,82.6988555599064,20.7406982202775,887.405588139015,45.2443492142554
"67",0.67,55.2238805970149,8.07630474369037,0.000504146639592896,3.04476973352701,3.55223135578132,8.01619596525776,743.282023184531,14.9253418310147,83.3158535970202,20.8954785634206,894.02797567778,45.5819914580759
"68",0.665,55.6390977443609,8.07406217621322,0.000510121075467739,3.06766259196053,3.57893969062044,8.0789250971791,748.870573919769,15.0375617252966,83.9421269168381,21.0525864154152,900.749947345264,45.9247109958868
"69",0.66,56.0606060606061,8.07179895648152,0.00051622459917107,3.09090230961669,3.60605269455271,8.1426212898617,754.543799112303,15.1514819098856,84.5778862262733,21.2120746738399,907.573766402148,46.2726232199689
"70",0.655,56.4885496183206,8.06951472953352,0.000522461214955283,3.11449682978352,3.63357963474721,8.20730763879816,760.303637858911,15.2671413224681,85.2233486622949,21.3739978514553,914.501765215839,46.6258470460077
"71",0.65,56.9230769230769,8.06720913109795,0.000528835088773549,3.13845434015621,3.66153006351539,8.27300799405607,766.15208892048,15.3845800988048,85.8787380390628,21.5384121383268,921.53634791841,46.9845050486075
"72",0.645,57.3643410852713,8.06488178725877,0.00053535055632832,3.16278328231025,3.68991382936185,8.33974699159177,772.091213034553,15.5038396191677,86.5442851065507,21.7053754668348,928.679993188147,47.3487236031098
"73",0.64,57.8125,8.06253231410587,0.000542012131594352,3.1874923616185,3.71874108855461,8.40755008615914,778.123135336272,15.6249625569533,87.2202278212805,21.8749475797346,935.9352571615,47.7186330340579
"74",0.635,58.2677165354331,8.06016031737022,0.000548824515849898,3.2125905576369,3.74802231724284,8.4764435858985,784.250047893707,15.7479929295925,87.9068116298362,22.0471901014295,943.304776482591,48.0943677706764
"75",0.63,58.7301587301587,8.05776539203904,0.000555792607256442,3.23808713498467,3.77776832414853,8.54645468864585,790.474212363895,15.8729761518854,88.6042897658689,22.2221666126396,950.791271497938,48.4760665097543
"76",0.625,59.2,8.05534712195581,0.000562921511016604,3.26399165474667,3.80799026387076,8.61761152016372,796.797962776387,15.9999590918953,89.3129235613441,22.3999427286535,958.39754960453,48.863872386346
"77",0.62,59.6774193548387,8.05290507939945,0.000570216550158197,3.29031398642776,3.8386996508321,8.6899431743303,803.223708451468,16.1289901295476,90.0329827728375,22.5805861813666,966.126508759899,49.257933152733
"78",0.615,60.1626016260163,8.05043882464288,0.000577683276986906,3.31706432048981,3.8699083739047,8.76347975542845,809.753937060736,16.2601192180871,90.7647459237326,22.7641669053219,973.981141163415,49.6584013661136
"79",0.61,60.655737704918,8.04794790549021,0.000585327485254884,3.34425318150592,3.90162871175669,8.83825242267407,816.391217838198,16.3933979485582,91.508500663235,22.9507571279815,981.964537118635,50.0654345855254
"80",0.605,61.1570247933884,8.04543185679239,0.000593155223095736,3.37189144196631,3.93387334896045,8.91429343713639,823.138204950588,16.5288796174817,92.264544143169,23.1404314644744,990.079889087153,50.4791955785306
"81",0.6,61.6666666666667,8.04289019993619,0.000601172806787876,3.39999033677489,3.96665539290406,8.99163621113796,829.99764103621,16.6666192979159,93.0331834136014,23.3332670170822,998.330495945161,50.8998525382364
"82",0.595,62.1848739495798,8.04032244230781,0.000609386835403034,3.42856147847654,3.99998839155579,9.07031536033666,836.972360922198,16.8066739141004,93.8147358383913,23.5293434797405,1006.71976745461,51.3275793112573
"83",0.59,62.7118644067797,8.03772807673161,0.000617804206402845,3.45761687325874,4.03388635213502,9.15036675869716,844.065295530795,16.9491023198955,94.60952953185,23.7287432478537,1015.25122896174,51.762555637269
"84",0.585,63.2478632478633,8.03510658087565,0.000626432132265785,3.48716893777383,4.06836376073577,9.23182759641761,851.279475985946,17.0939653812439,95.4179038177738,23.9315515337415,1023.92852633651,52.2049674008458
"85",0.58,63.7931034482759,8.03245741662971,0.000635278158210593,3.51723051683121,4.10343560296958,9.31473644113657,858.618037932307,17.2413260628978,96.2402097121953,24.1378564880568,1032.75543116757,52.655006896326
"86",0.575,64.3478260869565,8.02978002944693,0.000644350181112056,3.54781490201286,4.13911738568138,9.39913330250909,866.084226079586,17.3912495196704,97.0768104312987,24.3477493275386,1041.73584622826,53.1128731064939
"87",0.57,64.9122807017544,8.0270738476539,0.000653656469690113,3.57893585126828,4.17542515981264,9.48505970049738,873.681398986059,17.5438031924912,97.9280819260389,24.5613244694876,1050.87381123022,53.5787719959313
"88",0.565,65.4867256637168,8.0243382817201,0.000663205686083959,3.61060760955029,4.21237554447497,9.57255873749644,881.413034096077,17.6990569095598,98.7944134451208,24.7786796733837,1060.17350888263,54.0529168199435
"89",0.56,66.0714285714286,8.02157272348888,0.000673006908913021,3.64284493055588,4.24998575231497,9.66167517463591,889.282733047438,17.8570829929205,99.6762081281064,24.9999161900886,1069.63927127593,54.5355284500355
"90",0.555,66.6666666666667,8.01877654536476,0.00068306965794836,3.67566309964247,4.2882736162492,9.75245551248931,897.294227265636,18.0179563707959,100.573883630549,25.2251389191143,1079.27558661068,55.0268357169815
"91",0.55,67.2727272727273,8.01594909945665,0.000693403920520688,3.70907795799419,4.32725761765956,9.84494807653658,905.45138386326,18.1817546960494,101.487872783189,25.4544565744692,1089.08710629336,55.5270757726064
"92",0.545,67.8899082568807,8.01308971667004,0.000704020179814088,3.74310592811818,4.36695691613757,9.93920310762803,913.758211864111,18.3485584711669,102.418624287397,25.6879818596337,1099.0786524229,56.0364944714824
"93",0.54,68.5185185185185,8.01019770574865,0.000714929445194442,3.77776404075747,4.40739138088357,10.0352728578688,922.218868773118,18.5184511801831,103.366603449214,25.9258316522563,1109.25522569297,56.5553467738305
"94",0.535,69.1588785046729,8.00727235225889,0.000726143284748361,3.81306996331314,4.44858162386502,10.1332116922413,930.837667514643,18.6915194280049,104.332292954501,26.1681271992069,1119.62201373749,57.0838971710143
"95",0.53,69.811320754717,8.00431291751594,0.000737673860214236,3.84904202987484,4.49054903485354,10.2330761964182,939.619083763525,18.867853087621,105.316193687924,26.4149943226694,1130.1843999485,57.6224201351188
"96",0.525,70.4761904761905,8.00131863744384,0.0007495339645165,3.88569927296779,4.5333158184621,10.3349252911377,948.567763695033,19.0475454557236,106.318825598678,26.666563638013,1140.94797279784,58.1712005942177
"97",0.52,71.1538461538461,7.99828872136673,0.000761737062124705,3.92306145713099,4.57690503331909,10.4388203536412,957.688532181932,19.2306934173079,107.340728616105,26.922970784231,1151.91853569674,58.7305344350616
"98",0.515,71.8446601941748,7.99522235072754,0.000774297332481469,3.96114911445166,4.62134063352667,10.5448253467081,966.986401469038,19.4173976198603,108.382463618584,27.1843566678043,1163.10211742963,59.3007290350472
"99",0.51,72.5490196078431,7.99211867772432,0.000787229716779675,3.99998358218976,4.6666475125542,10.6530069557452,976.466580358039,19.607762657792,109.444613459349,27.4508677209087,1174.50498320174,59.8821038254797
"100",0.505,73.2673267326733,7.98897682386364,0.000800549968377245,4.0395870426376,4.7128515497433,10.7634347346316,986.134483937946,19.8018972678303,110.527784053169,27.7226561749623,1186.13364634303,60.4749908882947
"101",0.5,74,7.98579587841865,0.00081427470719129,4.07998256537112,4.75997965959918,10.8761812608349,995.995743899359,19.9999145361318,111.632605528159,27.9998803505844,1197.99488071429,61.0797355885844
